29,TROVATORE,2023,SANTA MARÍA DE ARARAS,/remates/view/345
30,TATTO BLACK,2023,SANTA MARÍA DE ARARAS,/remates/view/345
31,VAE SOLI,2023,SANTA MARÍA DE ARARAS,/remates/view/345
32,JUST DANCE,2023,SANTA MARÍA DE ARARAS,/remates/view/345
33,FESTIVE BOONE,2023,SANTA MARÍA DE ARARAS,/remates/view/345
34,FUERTE Y CLARO,2023,SANTA MARÍA DE ARARAS,/remates/view/345
35,TAKE ONE,2023,SANTA MARÍA DE ARARAS,/remates/view/345
36,TEAM VIOLET,2023,SANTA MARÍA DE ARARAS,/remates/view/345
37,SAMMI BOMB,2023,SANTA MARÍA DE ARARAS,/remates/view/345
38,MACEIO,2023,SANTA MARÍA DE ARARAS,/remates/view/345
39,MELINDROSO,2023,SANTA MARÍA DE ARARAS,/remates/view/345
40,FESTIVE LADY,2023,SANTA MARÍA DE ARARAS,/remates/view/345
